,Features,Importance
0,total_price_including_optional_support,0.5139014162833956
2,eligible_double_your_impact_match_binary,0.06918525297316665
1,students_reached,0.061763665953941116
41,school_metro_rural,0.03150867224432323
5,poverty_level_highest poverty,0.025440063912771548
45,teacher_prefix_Mrs.,0.01654314397707673
12,resource_type_Trips,0.016366603355640105
43,school_metro_urban,0.015761549211479306
11,resource_type_Technology,0.015278935960049754
29,primary_focus_subject_Literacy,0.011439216247196751
4,poverty_level_high poverty,0.01007216885522233
22,primary_focus_subject_Environmental Science,0.00952351921178566
8,resource_type_Books,0.009286657964440647
14,primary_focus_subject_Applied Sciences,0.00894467996773391
87,school_state_SC,0.00829745910602137
30,primary_focus_subject_Literature & Writing,0.00804067012618472
3,school_charter_binary,0.007944513061568643
74,school_state_NC,0.007941045514265544
83,school_state_OK,0.007523519166744173
81,school_state_NY,0.006293912484097314
56,school_state_FL,0.006100748022753444
10,resource_type_Supplies,0.005744830174563817
91,school_state_UT,0.005740694090950122
61,school_state_IL,0.00541373165228185
51,school_state_CA,0.005286412765933884
89,school_state_TN,0.005119298847256764
15,primary_focus_subject_Character Education,0.005105196822265249
90,school_state_TX,0.0049403077157709014
46,teacher_prefix_Ms.,0.004889621816528354
71,school_state_MO,0.004729548531940058
17,primary_focus_subject_College & Career Prep,0.004535697359069887
6,poverty_level_low poverty,0.004127158548421058
42,school_metro_suburban,0.003993450578354686
65,school_state_LA,0.003916913960220631
72,school_state_MS,0.0039088943689124765
9,resource_type_Other,0.003833436167208478
82,school_state_OH,0.0035644908501811495
7,poverty_level_moderate poverty,0.00352961496971187
34,primary_focus_subject_Other,0.0032899696974617635
19,primary_focus_subject_ESL,0.002741886986641763
40,primary_focus_subject_Visual Arts,0.002669780968981133
66,school_state_MA,0.0025983425092917455
37,primary_focus_subject_Social Sciences,0.002377511565177853
48,school_state_AL,0.0021784801626580103
78,school_state_NJ,0.0021613880382604822
80,school_state_NV,0.0020647728114991984
84,school_state_OR,0.002012790812967792
31,primary_focus_subject_Mathematics,0.001996899860174142
64,school_state_KY,0.0018591838296744705
28,primary_focus_subject_History & Geography,0.00177826811740275
57,school_state_GA,0.0015886451504813462
20,primary_focus_subject_Early Development,0.0014217256161683312
85,school_state_PA,0.0014062124784446272
53,school_state_CT,0.001295340757433212
25,primary_focus_subject_Gym & Fitness,0.001279531451625506
38,primary_focus_subject_Special Needs,0.0011709473263248607
27,primary_focus_subject_Health & Wellness,0.0011667701352619368
50,school_state_AZ,0.0011575114276479957
92,school_state_VA,0.0011188744953484168
32,primary_focus_subject_Music,0.0010326193869324724
95,school_state_WI,0.0009509851861995663
68,school_state_ME,0.0008928635762917465
49,school_state_AR,0.0008617584774164814
63,school_state_KS,0.0008223869127514077
54,school_state_DC,0.0007419990096642497
23,primary_focus_subject_Extracurricular,0.0007386592960565813
70,school_state_MN,0.0007072314073895866
39,primary_focus_subject_Sports,0.0007014873629846443
52,school_state_CO,0.0006711133549984019
88,school_state_SD,0.0006653267126105889
36,primary_focus_subject_Performing Arts,0.0006652230399410418
59,school_state_IA,0.0006597482334257841
21,primary_focus_subject_Economics,0.0006383486496285978
24,primary_focus_subject_Foreign Languages,0.000580354689516692
60,school_state_ID,0.0005014470606901939
69,school_state_MI,0.0004941218428166447
44,teacher_prefix_Mr.,0.0004278687447419377
18,primary_focus_subject_Community Service,0.0004169153048765441
76,school_state_NE,0.0004154583973220241
62,school_state_IN,0.0003705913821124836
86,school_state_RI,0.00036896442608136783
16,primary_focus_subject_Civics & Government,0.00035305194265372505
94,school_state_WA,0.000228555307789585
79,school_state_NM,0.00022137327675046613
77,school_state_NH,0.0
67,school_state_MD,0.0
96,school_state_WV,0.0
13,resource_type_Visitors,0.0
93,school_state_VT,0.0
73,school_state_MT,0.0
58,school_state_HI,0.0
55,school_state_DE,0.0
47,school_state_AK,0.0
26,primary_focus_subject_Health & Life Science,0.0
33,primary_focus_subject_Nutrition,0.0
35,primary_focus_subject_Parent Involvement,0.0
75,school_state_ND,0.0
97,school_state_WY,0.0
