,Features,Importance
0,total_price_including_optional_support,0.5195421851784918
2,eligible_double_your_impact_match_binary,0.06852453028990908
1,students_reached,0.04066868751141694
41,school_metro_rural,0.028751103070369127
43,school_metro_urban,0.026398054731886587
11,resource_type_Technology,0.021387080540705733
5,poverty_level_highest poverty,0.018482516801243992
88,school_state_SC,0.015621006348988978
12,resource_type_Trips,0.014660514259164686
29,primary_focus_subject_Literacy,0.014193390333682547
46,teacher_prefix_Mrs.,0.013114209451755366
8,resource_type_Books,0.01163634150175027
57,school_state_FL,0.010925736806643787
7,poverty_level_moderate poverty,0.009957640166538802
22,primary_focus_subject_Environmental Science,0.009765992158369905
75,school_state_NC,0.009300256223403795
84,school_state_OK,0.009211319483391904
30,primary_focus_subject_Literature & Writing,0.009109439643576796
15,primary_focus_subject_Character Education,0.007297084103047625
82,school_state_NY,0.007086480423888579
3,school_charter_binary,0.0068802277573375235
4,poverty_level_high poverty,0.006665546788700178
81,school_state_NV,0.006454459276061685
31,primary_focus_subject_Mathematics,0.006251377465644673
10,resource_type_Supplies,0.006003310969493119
14,primary_focus_subject_Applied Sciences,0.00562980652118349
90,school_state_TN,0.005382562591240757
42,school_metro_suburban,0.004785192290386847
63,school_state_IN,0.0036698961247340046
92,school_state_UT,0.0035106945852399346
26,primary_focus_subject_Health & Life Science,0.0031554916808360645
32,primary_focus_subject_Music,0.0030777816442367316
72,school_state_MO,0.0030512784057963403
51,school_state_AZ,0.0030326983853774508
73,school_state_MS,0.0029123478223111393
9,resource_type_Other,0.0028901342897316895
85,school_state_OR,0.002840683687746354
34,primary_focus_subject_Other,0.002780962536297553
93,school_state_VA,0.002776632690650327
67,school_state_MA,0.002549176421684573
6,poverty_level_low poverty,0.002470843910208685
52,school_state_CA,0.002413204441850718
65,school_state_KY,0.00236952925654838
54,school_state_CT,0.0022884783062848586
50,school_state_AR,0.0022160041152602923
86,school_state_PA,0.002104144398737238
47,teacher_prefix_Ms.,0.0020894856940363825
91,school_state_TX,0.0020360373459428196
25,primary_focus_subject_Gym & Fitness,0.001838557064486232
27,primary_focus_subject_Health & Wellness,0.0017806459063310922
28,primary_focus_subject_History & Geography,0.0016660107493425664
69,school_state_ME,0.0016388812193810565
87,school_state_RI,0.0014775947416370734
80,school_state_NM,0.0014416845036495222
49,school_state_AL,0.0013983041530831856
53,school_state_CO,0.0013258725092978158
17,primary_focus_subject_College & Career Prep,0.0013018928190652438
37,primary_focus_subject_Social Sciences,0.0012919054506894693
40,primary_focus_subject_Visual Arts,0.0011622118391190347
38,primary_focus_subject_Special Needs,0.0011382154997638123
83,school_state_OH,0.0010914023801861094
39,primary_focus_subject_Sports,0.0010510679930068115
45,teacher_prefix_Mr.,0.0009917039557753222
96,school_state_WI,0.000913470784030049
24,primary_focus_subject_Foreign Languages,0.0009079928692164561
23,primary_focus_subject_Extracurricular,0.0008898496695791412
79,school_state_NJ,0.0008828731274450521
89,school_state_SD,0.0007616334892085906
62,school_state_IL,0.000758356167595721
77,school_state_NE,0.0007420682870327379
56,school_state_DE,0.000691790362426607
20,primary_focus_subject_Early Development,0.0006600027785895834
64,school_state_KS,0.0006221468918932721
58,school_state_GA,0.0005939832069212522
55,school_state_DC,0.0004697468755777877
68,school_state_MD,0.00045345497052334924
97,school_state_WV,0.00041755277829136665
70,school_state_MI,0.0003546069730420385
66,school_state_LA,0.0002847716189126491
19,primary_focus_subject_ESL,0.00023860158759506726
18,primary_focus_subject_Community Service,0.00022966152721214862
60,school_state_IA,0.0002086547245832483
95,school_state_WA,0.00020253781033898548
98,school_state_WY,0.00019873428338426047
61,school_state_ID,0.0
59,school_state_HI,0.0
94,school_state_VT,0.0
13,resource_type_Visitors,0.0
16,primary_focus_subject_Civics & Government,0.0
74,school_state_MT,0.0
76,school_state_ND,0.0
21,primary_focus_subject_Economics,0.0
44,teacher_prefix_Dr.,0.0
33,primary_focus_subject_Nutrition,0.0
35,primary_focus_subject_Parent Involvement,0.0
36,primary_focus_subject_Performing Arts,0.0
78,school_state_NH,0.0
71,school_state_MN,0.0
48,school_state_AK,0.0
