,Features,Importance
0,total_price_including_optional_support,0.5232838494318233
2,eligible_double_your_impact_match_binary,0.0695648271776968
1,students_reached,0.03866114446778347
43,school_metro_urban,0.02877978632655635
41,school_metro_rural,0.02510403782389439
11,resource_type_Technology,0.020523985760096314
5,poverty_level_highest poverty,0.018447711211240822
88,school_state_SC,0.015529980470937973
12,resource_type_Trips,0.014883081087315892
29,primary_focus_subject_Literacy,0.01418086316584133
46,teacher_prefix_Mrs.,0.012871747276096536
8,resource_type_Books,0.011812997216109664
57,school_state_FL,0.010672370907871214
7,poverty_level_moderate poverty,0.010108810879145431
22,primary_focus_subject_Environmental Science,0.009914253389866554
75,school_state_NC,0.00938899568225367
84,school_state_OK,0.009035764330056848
30,primary_focus_subject_Literature & Writing,0.008422429002370398
3,school_charter_binary,0.007467242874215723
4,poverty_level_high poverty,0.007447993670210588
15,primary_focus_subject_Character Education,0.007238035457143895
82,school_state_NY,0.007194062971323062
81,school_state_NV,0.006552446870705997
14,primary_focus_subject_Applied Sciences,0.0060546652473348435
42,school_metro_suburban,0.005766323969041312
90,school_state_TN,0.0054642773157095054
31,primary_focus_subject_Mathematics,0.005358118633732105
10,resource_type_Supplies,0.005189474148219185
92,school_state_UT,0.003892166072414574
63,school_state_IN,0.0034312409005958448
32,primary_focus_subject_Music,0.0034129885380005864
73,school_state_MS,0.0029632711364527917
85,school_state_OR,0.0028838091843685033
9,resource_type_Other,0.0028592859977215252
72,school_state_MO,0.0028547463405358972
51,school_state_AZ,0.002842708265585833
93,school_state_VA,0.002818785804789054
26,primary_focus_subject_Health & Life Science,0.0025452039372378756
52,school_state_CA,0.0024498402138849328
34,primary_focus_subject_Other,0.0023816274194975898
67,school_state_MA,0.002341215256051264
6,poverty_level_low poverty,0.0022518823760238446
50,school_state_AR,0.0022496461143324043
91,school_state_TX,0.0020669472012230065
47,teacher_prefix_Ms.,0.0020034592452388015
27,primary_focus_subject_Health & Wellness,0.001977507014968688
80,school_state_NM,0.0018941915097394752
25,primary_focus_subject_Gym & Fitness,0.0018664688967032972
37,primary_focus_subject_Social Sciences,0.0017883966384810931
86,school_state_PA,0.001712196407611805
65,school_state_KY,0.0016748917127934618
28,primary_focus_subject_History & Geography,0.001671397116897222
69,school_state_ME,0.001663761696850406
54,school_state_CT,0.0015662709110261933
39,primary_focus_subject_Sports,0.0015150403842052469
87,school_state_RI,0.0015000266679068824
49,school_state_AL,0.0014343775818739003
53,school_state_CO,0.0013460010828055852
17,primary_focus_subject_College & Career Prep,0.0013216573477993604
38,primary_focus_subject_Special Needs,0.001155495181025785
40,primary_focus_subject_Visual Arts,0.0011419849858284813
83,school_state_OH,0.0011079713737221207
45,teacher_prefix_Mr.,0.0010067593897116823
79,school_state_NJ,0.0009341471913764836
96,school_state_WI,0.0009169166589906225
23,primary_focus_subject_Extracurricular,0.0008885135719372066
89,school_state_SD,0.0007731961361192148
62,school_state_IL,0.0007698690602437516
77,school_state_NE,0.000753333907187449
56,school_state_DE,0.0007060047087469225
36,primary_focus_subject_Performing Arts,0.0007008983903543961
20,primary_focus_subject_Early Development,0.0006700225311306539
64,school_state_KS,0.0006315919398585068
24,primary_focus_subject_Foreign Languages,0.000621085317984977
58,school_state_GA,0.0006030006913015769
68,school_state_MD,0.00046033904244024607
70,school_state_MI,0.0003599903960130935
16,primary_focus_subject_Civics & Government,0.0003006921354086057
66,school_state_LA,0.0002890948448819736
19,primary_focus_subject_ESL,0.0002564723528526163
18,primary_focus_subject_Community Service,0.0002331481059744193
60,school_state_IA,0.00021182239110628494
98,school_state_WY,0.00020561261366654673
95,school_state_WA,0.00020175134392632756
33,primary_focus_subject_Nutrition,0.0
35,primary_focus_subject_Parent Involvement,0.0
76,school_state_ND,0.0
21,primary_focus_subject_Economics,0.0
74,school_state_MT,0.0
44,teacher_prefix_Dr.,0.0
71,school_state_MN,0.0
48,school_state_AK,0.0
55,school_state_DC,0.0
61,school_state_ID,0.0
13,resource_type_Visitors,0.0
94,school_state_VT,0.0
59,school_state_HI,0.0
97,school_state_WV,0.0
78,school_state_NH,0.0
